1;1234991936;ANK203;14/06/2023;07:30:04;1
2;1234991936;ANK203;14/06/2023;07:48:05;1
3;1234991936;ANK203;14/06/2023;07:55:52;1
4;1234991936;ANK203;14/06/2023;07:56:24;1
5;1234991936;ANK203;14/06/2023;07:57:23;1
6;1234991936;ANK203;14/06/2023;07:58:02;1
7;1234991936;ANK203;14/06/2023;08:11:31;1
8;1234991936;ANK203;14/06/2023;08:19:46;1
9;1234991936;ANK203;14/06/2023;08:23:37;1
10;1234991936;ANK203;14/06/2023;08:24:36;1
11;1234991936;ANK203;14/06/2023;08:25:48;1
12;1234991936;ANK203;14/06/2023;08:26:51;1
13;1234991936;ANK203;14/06/2023;08:39:47;1
14;1234991936;ANK203;14/06/2023;18:37:26;1
15;1234991936;ANK203;14/06/2023;18:38:10;1
16;1234991936;ANK203;14/06/2023;18:38:29;1
17;1234991936;ANK203;14/06/2023;18:38:45;1
18;1234991936;ANK203;14/06/2023;18:41:40;1
19;1234991936;ANK203;14/06/2023;18:41:56;1
20;1234991936;ANK203;14/06/2023;18:49:02;1
21;1234991936;ANK203;14/06/2023;18:51:40;1
22;1234991936;ANK203;14/06/2023;18:52:37;1
